Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture	0	3	4	6	11	12	15	24	30	33	41
2013	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	1	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	NA	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	2	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	21.4713	0	0	0	0	0	0	0	NA	21.4713	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2014	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2015	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2016	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2017	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2018	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2019	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2020	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2021	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2022	3	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.2363	0.0279	0	0	0	0	0	0	NA	13.2363	NA	0.0279	NA	NA	NA	NA	NA	NA	NA
2013	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2014	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2015	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2016	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2017	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2018	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2019	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2020	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2021	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2022	4	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	7.2054	0.2565	0	0	0	0	0	0	NA	7.2054	NA	0.2565	NA	NA	NA	NA	NA	NA	NA
2013	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2014	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2015	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2016	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2017	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2018	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2019	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2020	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2021	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2022	5	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.2124	0.0045	0	0	0	0	0	0	NA	0.2124	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2013	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2014	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2015	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2016	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2017	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2018	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2019	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2020	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2021	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2022	6	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.5445	0.0045	0	0	0	0	0	0	NA	0.5445	NA	0.0045	NA	NA	NA	NA	NA	NA	NA
2013	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2014	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2015	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2016	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2017	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2018	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2019	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2020	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2021	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.8826	0.1215	0	0	0	0	0	0	NA	12.8826	NA	0.1215	NA	NA	NA	NA	NA	NA	NA
2022	7	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	12.8844	0.1197	0	0	0	0	0	0	NA	12.8844	NA	0.1197	NA	NA	NA	NA	NA	NA	NA
2013	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	8	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	NA	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	9	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	4.2858	0	0	0	0	0	0	0	NA	4.2858	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	10	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	24.8265	0	0	0	0	0	0	0	NA	24.8265	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	11	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	12	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
